QUOTE,AUTHOR,GENRE
I love the Beatles. I haven't named any kids after them but I still really love them. They were the first group that I was ever properly aware of. In my early teens I would sometimes stay in and listen to the radio all day in the hope that I would catch a song by them that I'd never heard before and be able to tape it on my radio-cassette player.,Jarvis Cocker,hope
"I am proud, and more than a little excited, to be asked to work with Faber in an editorial capacity. It is my dearest hope that we will produce some fantastic books together.",Jarvis Cocker,hope
"For myself, if I am to stake all I have and hope to be upon anything, I will venture it upon the abounding fullness of God - upon the assurance that, as the heavens are higher than the earth, so are His ways higher than our ways, and His thoughts than our thoughts.",Henry Norris Russell,hope
"I hope to have one more boxing match at the age of 55. Given that demographic at the age of 55 to 65, you've got to make a statement with your life. Otherwise, you are just existing.",George Foreman,hope
"I'm really happy here. I think anyone who knows me well, and the fans too I hope, they know that I love the area, and the bond that I've had with the fans has been fantastic.",Frank Lampard,hope
I hope to make movies that are so small they don't need to make anything to be profitable.,J. J. Abrams,hope
"Flying back from New York, the flight attendant said 'God, I wished you were here yesterday, we had a stroke on the plane. I said, if I have a stroke on a plane, I hope the pretend doctor isn't the one on the plane. I want a real doctor.",Anthony Edwards,hope
"I think films have to reach people and really grab them. That's what I hope to do when I make a film - to get under your skin and really make you think about something, and have a transporting time that takes you somewhere.",Mira Nair,hope
"Journalists say a thing that they know isn't true, in the hope that if they keep on saying it long enough it will be true.",Arnold Bennett,hope
"There was a moment in my life when I really wanted to kill myself. And there was one other moment when I was close to that. But even in my most jaded times, I had some hope.",Gerard Way,hope
So we just hope that all of these governors who are grappling will be able to provide the basic services to our citizens and not have to cut things that really are painful.,Jennifer Granholm,hope
There's hope for everyone. That's what makes the world go round.,Paul Auster,hope
"I think sometimes all you need is to hear someone else say the same thing that you're going through to realize that you're not alone. I try to put some sense of hope into the songs, into whatever the situation is so that it's not just dirt, drudgery and a life of misery.",Sarah McLachlan,hope
I hope to be an actor and never retire.,Dominic Monaghan,hope
"Everybody, sooner or later, will have to go under the knife. Let's hope they make out as well as I did.",Bobby Darin,hope
"My book 'Trust Your Heart', which is the story of my life, will be followed by 'Singing Lessons', a memoir of love, loss, hope, and healing, which talks about the death of my son and the hope that has been the aftermath of the healing from that tragedy.",Judy Collins,hope
"The moment that changed me for ever was the moment my first child was born. I was happy, filled with hope, and thought, 'Now I understand the whole point of work, of life, of love.'",Paul Theroux,hope
"Now science has presented us with a hope called stem cell research, which may provide our scientists with many answers that have for so long been beyond our grasp.",Nancy Reagan,hope
"You cannot set art off in a corner and hope for it to have vitality, reality, and substance.",Charles Ives,hope
But what I hope for from a book - either one that I write or one that I read - is transparency. I want the story to shine through. I don't want to think of the writer.,Anne Tyler,hope
